ID,datetime,siteid,offerid,category,merchant,countrycode,browserid,devid,click
IDOCaYIU6,2017-01-20 17:11:35,1590278.0,489652,97863,36994522,b,Firefox,Mobile,0
ID9iFERXk,2017-01-16 16:53:40,8603432.0,301045,17714,26391770,b,Firefox,Mobile,0
IDSNDrHGg,2017-01-15 15:17:48,2328505.0,175485,35046,31388981,e,Edge,Tablet,0
IDdfldJFR,2017-01-18 14:27:34,9981254.0,575012,6906,99510044,c,Internet Explorer,Tablet,1
IDPwfJeXP,2017-01-16 08:25:27,6258063.0,772907,46365,27723861,f,Mozilla,Desktop,0
IDoB4ACt9,2017-01-15 11:04:08,,542437,45620,31388981,c,Google Chrome,Mobile,1
IDPFkJk4Q,2017-01-13 14:13:04,8133955.0,921107,904,58604466,a,Edge,Tablet,0
IDVDrh5Ws,2017-01-11 19:16:55,7238068.0,908599,904,74363610,b,Opera,Mobile,0
IDW8uHyyE,2017-01-11 18:18:01,7840349.0,109612,40339,43452411,a,Edge,Tablet,0
IDRLNswfE,2017-01-14 16:45:42,1696025.0,931080,84987,74868704,b,Edge,Tablet,0
IDonZ8bed,2017-01-18 11:59:30,2060856.0,629378,12211,15961717,a,IE,Mobile,0
IDAtadO26,2017-01-10 07:21:07,4236958.0,118239,6747,1084693,a,InternetExplorer,Desktop,1
IDFPLw8J6,2017-01-19 10:46:45,6366067.0,405194,37718,67274540,a,InternetExplorer,Desktop,1
IDKdOZMbL,2017-01-17 11:40:25,2008282.0,988718,6906,71165566,d,Google Chrome,,1
IDGmb3Sig,2017-01-10 18:44:34,3609539.0,778184,17714,26391770,a,Edge,Tablet,0
IDgNjNFFa,2017-01-14 09:19:18,9893426.0,993675,13388,83644272,b,Firefox,Mobile,0
IDs5dgj2D,2017-01-10 12:45:48,7040039.0,928859,42227,68646414,a,Mozilla,,0
IDH8Kze5d,2017-01-11 12:01:53,854895.0,841887,42227,43179292,b,Firefox,Mobile,0
IDIKpagHD,2017-01-14 16:26:42,2022208.0,751876,46955,27723861,f,Edge,Tablet,0
IDloAukOP,2017-01-20 14:28:33,4226996.0,474790,30580,67147700,b,Firefox,Mobile,0
IDoT8EwkL,2017-01-17 22:56:20,2224740.0,782170,6906,99510044,c,Mozilla Firefox,Desktop,1
IDGsAnaF7,2017-01-17 21:28:57,,461913,48498,30860214,e,Mozilla,Desktop,1
IDFdiMQMm,2017-01-14 08:50:22,,611924,33287,2518327,b,Mozilla Firefox,,0
IDVACp3Aq,2017-01-12 17:46:05,,683794,22518,48454212,d,Google Chrome,Mobile,1
IDlFwRkMp,2017-01-20 14:21:25,8334867.0,31825,6906,99510044,d,Chrome,Desktop,0
IDtIizqGy,2017-01-12 08:22:34,2441551.0,124108,14345,67290861,a,Chrome,Desktop,0
IDEF63sHC,2017-01-14 12:53:51,9756579.0,483649,88179,20301556,b,Opera,Mobile,0
ID7hPsoFj,2017-01-16 14:50:19,6278170.0,274026,98552,17990842,a,Edge,Tablet,0
IDfu86pFm,2017-01-16 10:08:29,1777704.0,878791,82396,12799637,c,Google Chrome,Mobile,1
ID3xWEUeA,2017-01-14 16:57:13,,637997,10345,26461535,b,Mozilla,Desktop,0
ID3v6Gqre,2017-01-19 16:34:53,5802345.0,574489,5602,48425572,d,Firefox,Mobile,0
IDSP56cA2,2017-01-18 17:19:46,3300836.0,563222,46450,47079934,a,Google Chrome,Mobile,0
ID9GWhQVI,2017-01-10 14:21:47,,313145,42227,70821774,a,Edge,,0
IDUTcuPlz,2017-01-15 17:44:34,8636547.0,692103,40339,13742268,a,Mozilla Firefox,,0
IDzPl3j36,2017-01-14 10:47:00,2899790.0,228328,9764,38167569,f,Google Chrome,Mobile,1
IDHBAp521,2017-01-13 14:47:27,6607900.0,908826,43612,41441342,c,Mozilla Firefox,Desktop,1
IDNPTTCjU,2017-01-13 07:46:14,9552912.0,209473,21380,80720921,b,Mozilla,Desktop,0
ID4hIcPNm,2017-01-10 09:00:25,9602622.0,575244,86652,82291592,d,Firefox,Mobile,1
IDCsD3Ara,2017-01-15 10:36:19,,684989,45287,27723861,b,Internet Explorer,Tablet,0
IDIO6ThR0,2017-01-12 15:48:51,2352877.0,704379,41706,555603,c,InternetExplorer,Desktop,1
IDsjp40J7,2017-01-19 19:39:31,6609572.0,471458,14345,79906734,c,InternetExplorer,Desktop,1
IDhu2YVXf,2017-01-14 05:33:07,98480.0,139256,33949,48644561,e,Edge,Tablet,0
IDXVkbsBT,2017-01-18 12:43:29,4024765.0,629843,17714,26391770,b,Firefox,Mobile,0
IDpwilldC,2017-01-12 18:10:38,9210606.0,345214,12211,50595884,b,Edge,,0
ID9jZu8nH,2017-01-10 12:00:08,3840558.0,452577,10345,33683592,b,Edge,,0
IDIwOEue3,2017-01-14 05:27:40,8030572.0,137422,15124,99558603,a,Google Chrome,Mobile,0
IDYPSh1Va,2017-01-18 15:06:47,1417121.0,878431,12052,31388981,b,Edge,Tablet,0
IDKABzLl5,2017-01-16 14:08:35,4506986.0,536609,5602,60774669,e,,Desktop,0
IDkpcf2wI,2017-01-14 12:57:58,1512420.0,649123,12211,58163546,f,Edge,Tablet,0
IDbsCu0Qj,2017-01-11 13:55:38,9024312.0,436571,73362,26461535,b,Mozilla,,0
IDysi2cRu,2017-01-20 17:24:04,4068173.0,884067,6906,99510044,c,InternetExplorer,Desktop,1
IDwia7WDL,2017-01-16 15:49:17,8382578.0,988401,40339,13742268,f,Mozilla Firefox,Desktop,0
IDNZ9mGaY,2017-01-12 16:34:35,5001213.0,809271,74802,36994522,d,Edge,Tablet,0
ID2FD8VCg,2017-01-12 14:20:26,2747255.0,984761,23576,17990842,b,Edge,Tablet,0
IDLKuHaaK,2017-01-12 18:59:52,9239851.0,925595,25015,99558603,f,Firefox,,1
IDzLREmnm,2017-01-17 10:25:39,245874.0,173582,35046,54630329,b,Mozilla Firefox,Desktop,0
IDagUBExr,2017-01-13 06:08:35,395133.0,134592,27655,5716520,e,InternetExplorer,Desktop,0
IDQSsvoKL,2017-01-19 16:05:12,1402501.0,724873,15124,99558603,b,Mozilla,Desktop,0
IDIT11pZ6,2017-01-19 10:09:27,7390143.0,818653,20665,91553313,b,Mozilla Firefox,Desktop,0
IDusCz8n1,2017-01-14 11:23:38,2793026.0,720416,1678,76464134,b,Firefox,Mobile,0
ID40wWPfS,2017-01-16 08:20:51,9090657.0,806679,41706,4000296,a,Firefox,Mobile,0
IDy9GgaTF,2017-01-11 16:05:38,7907735.0,285764,12211,87903766,f,Edge,Tablet,0
IDuA09qH2,2017-01-14 12:16:43,4124335.0,524069,60316,26391770,b,Edge,Tablet,0
IDGbq1BBh,2017-01-12 17:12:30,736031.0,103249,40339,43452411,b,Firefox,Mobile,0
IDOZeknTB,2017-01-12 00:25:47,8854755.0,359441,7126,78406516,c,Google Chrome,Mobile,1
IDqn6cp54,2017-01-15 19:04:52,9943651.0,963204,11837,22339104,f,IE,Mobile,1
IDMsGDe7I,2017-01-18 06:57:17,6922109.0,35993,10345,72161006,b,Firefox,,0
IDw3Y2qMt,2017-01-11 18:55:01,4072390.0,568655,54343,71193712,b,Firefox,Mobile,0
IDibjisT8,2017-01-16 05:38:43,7832248.0,449911,17714,74868704,e,InternetExplorer,Desktop,1
IDHMXJOoI,2017-01-17 10:55:38,6278170.0,944887,64452,24853566,c,InternetExplorer,Desktop,1
IDw1TmJYr,2017-01-15 12:39:50,1491016.0,307263,5602,46907917,d,Internet Explorer,Tablet,1
IDi1CdS16,2017-01-14 14:14:56,8305279.0,679936,11837,7864011,a,Firefox,Mobile,0
ID7lSO7PF,2017-01-17 12:36:39,2201613.0,876871,40339,43452411,f,Mozilla,Desktop,0
IDdbrOhXo,2017-01-15 11:56:40,,603149,6906,99510044,b,Google Chrome,Mobile,0
IDANUpaDk,2017-01-16 14:14:57,4032920.0,338499,42227,30860214,a,Firefox,Mobile,0
IDvVOnxix,2017-01-11 19:00:22,3747369.0,75713,42227,13742268,f,Edge,Tablet,0
IDzgeioQ4,2017-01-14 06:59:34,6626234.0,315556,46450,47079934,d,Google Chrome,Mobile,1
IDUQRX7Fj,2017-01-20 22:41:04,8031007.0,262409,6906,71165566,d,Safari,Tablet,1
IDSj9Az33,2017-01-19 17:38:04,4901528.0,741624,17714,27723861,b,Firefox,,0
ID4tpJOuv,2017-01-12 16:45:15,5011633.0,882786,11837,22419907,c,Google Chrome,Mobile,0
IDeKqzMLY,2017-01-14 13:38:09,4360197.0,449063,20322,7864011,b,Edge,Tablet,0
IDzH4IAMH,2017-01-14 21:37:24,8311920.0,243290,63392,20301556,c,Google Chrome,Mobile,1
ID1urD6Sn,2017-01-13 15:37:54,2563703.0,503426,34670,91553313,b,Edge,Tablet,0
IDYo2yK1P,2017-01-16 06:59:25,7443184.0,99874,17714,27723861,c,InternetExplorer,Desktop,1
IDK936MMH,2017-01-16 17:44:35,9956796.0,518567,81229,49384126,a,Edge,Tablet,0
IDtoSVBoJ,2017-01-20 14:03:49,7175116.0,462925,6906,99510044,b,Opera,Mobile,0
IDvE2cDgs,2017-01-12 17:07:04,,515479,29183,49777864,d,InternetExplorer,Desktop,1
IDLsQ9pbe,2017-01-16 17:34:06,6333922.0,333410,96184,57500672,a,Edge,Tablet,0
IDZntGnQB,2017-01-16 17:40:58,8354469.0,845487,21407,1064733,d,Google Chrome,,1
IDJR5Ezog,2017-01-13 11:59:32,7294387.0,745375,54125,74363610,b,Edge,Tablet,0
IDbzlM90Y,2017-01-13 08:39:50,9055411.0,303483,82396,33683592,d,Opera,Mobile,1
IDveagDDG,2017-01-14 17:54:01,4279527.0,901805,48430,55420443,c,Opera,Mobile,1
IDFEgLTSV,2017-01-20 10:08:39,7126041.0,958677,86652,15961717,d,Safari,Tablet,1
IDRxxsvN2,2017-01-16 17:55:54,7629136.0,357349,15912,63767331,a,Mozilla Firefox,Desktop,0
IDeSYmorv,2017-01-17 02:23:19,9027477.0,642311,5602,60774669,c,Google Chrome,Mobile,1
IDtI1kAPp,2017-01-19 12:38:12,9926896.0,444081,11837,89663643,c,Chrome,Desktop,1
ID19IMjqx,2017-01-10 17:32:55,3333946.0,313100,6906,99510044,d,InternetExplorer,Desktop,1
IDqGlkmEJ,2017-01-20 19:27:17,6693506.0,32787,82877,36994522,d,Google Chrome,Mobile,1
IDFQ7qDLx,2017-01-18 14:39:10,3967553.0,728448,40339,72089744,d,InternetExplorer,Desktop,1
ID76yd3YP,2017-01-12 13:39:37,4502141.0,867630,70409,37135965,a,Edge,Tablet,0
IDgqTN1T7,2017-01-14 14:42:18,230700.0,511534,48498,30860214,b,Edge,,0
IDZKWYINK,2017-01-13 15:47:05,3760609.0,823386,74263,27723861,f,Google Chrome,Mobile,0
IDUTaSgmd,2017-01-12 13:53:59,6079352.0,916422,82877,38492160,c,Google Chrome,Mobile,1
IDFWW8Oog,2017-01-17 12:50:36,4488235.0,754953,6906,99510044,a,Firefox,Mobile,0
ID1605zKX,2017-01-20 11:53:30,9792006.0,897837,49810,54526992,c,InternetExplorer,Desktop,1
IDsYfLvWr,2017-01-17 17:24:45,560144.0,889059,26162,46512126,b,Edge,Tablet,0
IDj12aZ2I,2017-01-15 21:48:41,894928.0,223878,92902,78406516,d,InternetExplorer,Desktop,1
IDdfddtuu,2017-01-16 22:03:53,5140585.0,368536,71642,26391770,d,Google Chrome,Mobile,1
ID6VZNNDl,2017-01-20 11:35:24,8570345.0,129858,40339,1189152,b,Edge,Tablet,0
IDw4Y6yMd,2017-01-14 10:10:47,4280918.0,108913,35368,74868704,c,Edge,,0
ID0sCyDlI,2017-01-17 12:48:15,1523595.0,718290,17714,2050923,f,Mozilla,,0
IDxeOEkhB,2017-01-11 16:34:21,1093596.0,112784,8467,37135965,b,Mozilla Firefox,Desktop,0
IDXPIvwrH,2017-01-11 09:17:00,523482.0,327359,41706,4000296,b,InternetExplorer,Desktop,1
IDKP0rAlo,2017-01-12 06:42:24,2036011.0,581064,33638,47079934,b,InternetExplorer,Desktop,0
IDGiTk5Q5,2017-01-13 16:56:22,1691692.0,296844,74263,94350426,d,Safari,Tablet,1
IDVfinIUf,2017-01-18 16:02:03,9509369.0,384560,6906,99510044,b,,Mobile,0
IDdESW606,2017-01-20 22:46:50,7770857.0,239899,46450,27723861,c,InternetExplorer,Desktop,1
IDBZgp32U,2017-01-18 08:32:15,9501960.0,520063,82877,38492160,e,Firefox,Mobile,0
ID1QlH4Ib,2017-01-10 02:24:22,2356354.0,140130,41706,4000296,c,InternetExplorer,,1
IDbb3tNDx,2017-01-19 15:15:12,8195511.0,133588,42227,18243870,d,Firefox,Mobile,1
IDLvy4HEP,2017-01-14 10:58:25,9092465.0,140011,80554,29916445,f,Edge,Tablet,0
IDONRjQzA,2017-01-20 15:09:48,7747126.0,23652,82396,16150900,b,Edge,Tablet,0
ID0dHZcfN,2017-01-11 19:20:45,4381632.0,732337,96184,93157824,b,Edge,Tablet,0
ID7KUrUhg,2017-01-11 17:10:16,7802206.0,556598,6906,99510044,c,Edge,,1
IDGJ8UywD,2017-01-18 11:23:20,2274975.0,174168,1678,36110244,c,Mozilla Firefox,Desktop,1
ID11le9Pu,2017-01-15 19:31:16,,220507,19388,49384126,f,Safari,Tablet,1
ID5jIuzFQ,2017-01-17 19:34:20,1065205.0,531570,33638,78406516,f,Internet Explorer,Tablet,1
IDCDCzDGn,2017-01-13 17:39:14,2615634.0,74645,12211,50595884,a,Firefox,Mobile,0
IDLCVTw0Y,2017-01-14 10:43:56,4436585.0,90921,44388,20301556,d,Mozilla Firefox,Desktop,1
IDGDBOqgI,2017-01-11 16:07:37,930009.0,76993,89522,85112421,b,Edge,,0
IDCX1aPoY,2017-01-15 09:35:20,4011360.0,276171,17714,26391770,b,InternetExplorer,,1
IDyPdy9wt,2017-01-19 03:02:51,4813828.0,671587,5602,72451969,b,InternetExplorer,Desktop,1
IDe2J3OJP,2017-01-16 18:01:10,7263480.0,594764,41706,99558603,c,Google Chrome,Mobile,1
ID5821zx3,2017-01-14 13:17:48,3329625.0,923327,7126,28452818,e,Mozilla Firefox,Desktop,0
IDUbABvT6,2017-01-13 14:16:41,9251184.0,507389,41640,74363610,c,Firefox,Mobile,0
IDqrYNZuP,2017-01-11 16:47:54,6801662.0,253067,11837,95302954,b,Firefox,Mobile,0
IDple43XK,2017-01-20 09:32:42,6411707.0,129527,96313,15961717,e,,Desktop,1
IDclCLnrg,2017-01-15 08:43:16,,794255,53956,9434818,f,Edge,,0
IDTFJ9mxg,2017-01-10 16:07:55,7039056.0,520362,11837,43770446,b,Firefox,Mobile,0
IDVf7jsRO,2017-01-20 23:48:45,5458027.0,413347,72276,20116446,c,Mozilla Firefox,Desktop,1
IDGHvReqS,2017-01-18 20:35:42,6990792.0,301302,41640,74868704,c,InternetExplorer,Desktop,1
IDUDfNvVQ,2017-01-12 16:03:15,8257235.0,458119,54916,54526992,b,Mozilla,Desktop,0
IDaMFV7Ft,2017-01-10 08:25:38,112674.0,358697,904,74363610,e,Edge,Tablet,0
IDzncpSJF,2017-01-12 07:08:20,2627839.0,63759,14345,54692138,a,,Mobile,1
IDfSY9CVH,2017-01-14 15:13:48,3204627.0,586414,5602,80653536,b,Edge,,0
IDseoQVHG,2017-01-18 15:07:55,,885170,40339,13742268,c,Mozilla,Desktop,1
IDK56KKM8,2017-01-16 09:23:30,,266669,26966,91553313,b,Mozilla,Desktop,0
IDFkSvo3T,2017-01-19 12:27:26,1152048.0,397547,5602,76683174,d,InternetExplorer,Desktop,1
IDbJvu4MO,2017-01-13 09:45:28,3391709.0,168385,6906,99510044,c,Google Chrome,Mobile,1
IDMqOEykB,2017-01-16 14:27:51,8303735.0,510224,41706,80963339,c,Mozilla Firefox,,0
IDYD3BOlS,2017-01-12 18:20:15,6990889.0,404355,82877,67290861,f,Firefox,Mobile,0
IDs9gPw2a,2017-01-12 10:20:06,6442898.0,852411,42227,95013373,a,Google Chrome,Mobile,1
IDr1bOUBk,2017-01-13 07:01:56,1597973.0,801148,39628,58604466,d,InternetExplorer,Desktop,1
ID5lEbKNt,2017-01-11 12:23:52,598429.0,687014,40050,46997962,e,Google Chrome,Mobile,0
IDYLgusYZ,2017-01-17 09:58:24,749228.0,821704,33638,67290861,a,Firefox,Mobile,0
IDQUSKu87,2017-01-12 06:27:16,7656473.0,596399,56027,31388981,d,Google Chrome,,1
IDVBlgcGZ,2017-01-17 09:55:43,3253690.0,35879,9764,18243870,b,Firefox,Mobile,0
IDLEAhdcz,2017-01-18 10:35:40,,586770,35046,31388981,a,Firefox,Mobile,0
IDKHIEk4W,2017-01-12 16:10:25,7031432.0,428803,21407,57977218,b,,Desktop,0
IDDCU2usx,2017-01-13 09:51:14,2031591.0,786308,70191,7122654,e,InternetExplorer,Desktop,1
IDQ2WKgIk,2017-01-11 22:01:07,4069636.0,322072,6906,99510044,d,InternetExplorer,Desktop,1
IDi3whEmm,2017-01-17 15:31:25,3328967.0,868711,54916,29624796,b,Google Chrome,Mobile,0
IDxNO0e4l,2017-01-11 13:50:52,6240846.0,982933,1678,52437512,b,Edge,Tablet,0
IDF9Ymq93,2017-01-15 18:13:36,1747103.0,332242,40339,43452411,c,Safari,Tablet,0
IDptQwXMl,2017-01-14 15:03:34,3298470.0,22898,73248,57977218,a,Edge,Tablet,0
IDj1HOl4G,2017-01-12 17:18:08,2278655.0,917355,29183,49777864,b,Mozilla Firefox,Desktop,0
IDMdS0aBa,2017-01-14 16:25:13,3342021.0,664559,20665,74363610,c,InternetExplorer,Desktop,1
IDHQ1Zc4E,2017-01-13 07:29:31,8936182.0,338838,33033,59651778,b,Firefox,Mobile,0
IDOjfgLY3,2017-01-10 20:50:23,4573125.0,400652,96973,85661351,c,InternetExplorer,Desktop,1
ID2jMfEE3,2017-01-16 13:36:17,7552194.0,782944,10345,33683592,d,Chrome,Desktop,1
IDxkKUyqY,2017-01-19 09:01:20,8465266.0,727406,73362,26461535,a,Chrome,Desktop,0
ID4hSCoHa,2017-01-12 10:34:43,7451197.0,211935,48430,55420443,b,Firefox,Mobile,0
IDPKkrXHl,2017-01-15 13:35:42,7886233.0,721156,6906,99510044,c,InternetExplorer,Desktop,1
IDzPycF6u,2017-01-11 19:50:44,4677929.0,439688,43897,69514806,b,Firefox,Mobile,0
IDmMykJII,2017-01-17 22:32:47,1342856.0,46437,12211,17990842,b,InternetExplorer,Desktop,1
ID0GiJ8TK,2017-01-10 07:35:29,,452716,904,74363610,b,Firefox,Mobile,0
IDlJBdrza,2017-01-16 12:34:29,6173364.0,72236,69811,74868704,d,Chrome,Desktop,1
IDDDWpAzQ,2017-01-10 08:39:32,3967348.0,993595,6906,98830533,b,InternetExplorer,Desktop,1
IDAyQsL7p,2017-01-15 11:05:28,8760521.0,855050,26162,47079934,e,Google Chrome,Mobile,1
IDbBwUHc5,2017-01-12 16:05:46,4168750.0,110610,91624,26391770,c,IE,Mobile,0
IDQuurKz3,2017-01-10 08:48:05,3884509.0,710025,11837,1436904,b,Edge,Tablet,0
IDE80v19U,2017-01-10 18:38:07,4004907.0,284844,42227,49384126,f,Firefox,Mobile,0
ID4yj5Chu,2017-01-17 17:34:56,1498000.0,963378,50088,89663643,b,Firefox,Mobile,0
IDd0BLINI,2017-01-11 16:09:07,2459416.0,335262,61341,20301556,a,Edge,Tablet,0
ID1vyPiWt,2017-01-15 12:58:01,2868597.0,694233,6906,99510044,f,InternetExplorer,Desktop,0
IDyzovhzM,2017-01-16 16:47:15,3746522.0,341538,5602,60774669,d,Google Chrome,Mobile,1
IDqCimejY,2017-01-11 18:20:58,2428957.0,411181,20665,20301556,b,Edge,,0
IDomdU5Y5,2017-01-12 04:35:36,4517666.0,526513,13388,51368560,c,Firefox,Mobile,0
IDQ9uf957,2017-01-19 17:33:38,3663582.0,152527,6906,71165566,b,Firefox,Mobile,0
IDgcnPMXY,2017-01-14 20:38:19,8605539.0,652395,2053,27723861,d,Google Chrome,Mobile,1
IDNDEP6RE,2017-01-19 07:23:44,3833018.0,687145,42227,43179292,f,Firefox,Mobile,0
ID9UuBveR,2017-01-20 16:03:47,4194032.0,79537,42227,30860214,d,InternetExplorer,Desktop,1
IDDD7l0V1,2017-01-13 13:16:21,5969045.0,941245,95113,96414128,b,Edge,Tablet,0
IDQPXope9,2017-01-12 20:26:08,4072776.0,315094,97863,87807327,d,Internet Explorer,,1
IDnvFbfHB,2017-01-12 06:45:29,177670.0,682187,23576,45446370,b,Firefox,Mobile,0
IDsmxCzcA,2017-01-20 09:31:28,6986613.0,306791,904,26391770,a,Firefox,,0
IDpNz4By7,2017-01-13 17:40:37,2426505.0,989383,26962,77896159,d,Edge,Tablet,0
IDca3r0ya,2017-01-11 14:12:46,6254016.0,575753,20322,88843407,b,Edge,,0
IDbQcgsPH,2017-01-12 17:27:32,1996039.0,88363,6906,99510044,b,Edge,,1
IDwyGt0xW,2017-01-20 13:11:44,3609797.0,23554,20665,26391770,c,InternetExplorer,Desktop,1
IDgkGtnEi,2017-01-13 22:07:30,1250084.0,274057,10345,72161006,c,InternetExplorer,,1
IDxdjc0uv,2017-01-12 17:48:15,4235940.0,291237,82877,38492160,b,Google Chrome,,0
IDcxDwAuX,2017-01-17 11:23:27,3604663.0,83811,73362,12799637,b,Mozilla,Desktop,0
IDpwBuD9N,2017-01-14 08:41:36,278114.0,648283,6906,99510044,e,Edge,Tablet,0
IDQEWy1nr,2017-01-10 08:50:48,3476654.0,383084,45620,31388981,a,,Desktop,1
IDPdjTv84,2017-01-12 00:54:30,7476486.0,718274,54343,3402198,c,Google Chrome,,1
IDvGs1osS,2017-01-20 12:38:45,7935686.0,161222,68847,4684331,f,InternetExplorer,Desktop,1
ID9OPusPB,2017-01-10 13:47:13,5324681.0,32974,40339,49384126,a,Mozilla,Desktop,0
IDfALktcs,2017-01-14 15:32:23,7534462.0,466338,25491,79474990,c,Google Chrome,,1
IDMUMmzZX,2017-01-19 09:46:21,9800939.0,855995,42227,95013373,d,Google Chrome,Mobile,1
IDhyYWXtP,2017-01-20 15:07:30,,853498,41640,74868704,b,Firefox,Mobile,0
ID7p9gg6X,2017-01-10 09:23:38,1993415.0,544663,40339,37135965,c,InternetExplorer,Desktop,0
IDrMudqxN,2017-01-14 04:50:58,5369302.0,526731,11837,88843407,c,Firefox,Mobile,1
IDt1U6PMQ,2017-01-20 14:22:53,8290751.0,109146,13388,51368560,b,Edge,Tablet,0
IDDPGDZvN,2017-01-17 16:31:47,7083758.0,638777,34489,81758577,d,Mozilla,Desktop,1
IDl2IwV6J,2017-01-15 09:53:27,1140828.0,26218,7126,28452818,a,Internet Explorer,,0
IDfkfrzyN,2017-01-20 16:12:48,7149940.0,826134,97863,56008048,f,Mozilla Firefox,Desktop,0
IDbaoIXtg,2017-01-14 09:38:59,6505609.0,872803,47156,29916445,c,Google Chrome,Mobile,1
ID0zE6sdx,2017-01-11 18:11:51,4990851.0,735690,82396,9556126,a,Mozilla,Desktop,0
IDK8sbmRK,2017-01-10 16:43:39,2731067.0,155304,904,74363610,c,Edge,Tablet,0
IDSStnjCg,2017-01-11 20:29:06,,499732,15191,20301556,c,InternetExplorer,Desktop,1
IDzPHWbOH,2017-01-16 10:42:58,4831094.0,351002,904,74363610,b,Edge,Tablet,0
IDVn8YLGX,2017-01-14 12:32:47,3385456.0,335366,41706,4000296,a,Mozilla,Desktop,0
IDQCU5Jge,2017-01-12 17:02:41,6897210.0,336202,54916,29624796,b,Edge,,0
IDLg1T6O6,2017-01-16 09:04:45,8700886.0,923289,23576,1434817,e,InternetExplorer,,1
ID5XxPOnP,2017-01-11 19:18:01,5255663.0,68770,43612,74868704,b,Mozilla Firefox,Desktop,0
IDROn2pX2,2017-01-12 10:31:25,4410936.0,16534,48430,55420443,c,InternetExplorer,,1
IDY1VYIUg,2017-01-14 11:17:42,6118622.0,571893,40339,13742268,c,,Mobile,1
ID7BBUcJv,2017-01-15 01:42:01,8564646.0,46302,5445,74363610,c,Internet Explorer,Tablet,1
IDPi305tM,2017-01-13 16:02:39,5632027.0,819885,70409,47941469,b,Edge,Tablet,0
IDea4YWRK,2017-01-13 14:51:24,,694001,26162,46512126,a,Firefox,Mobile,0
IDey8mqT4,2017-01-20 14:40:57,7693537.0,594268,42227,1189152,b,Firefox,Mobile,0
IDQDcFWLB,2017-01-11 09:12:28,991590.0,596824,33287,2518327,c,Google Chrome,Mobile,1
ID48juwrJ,2017-01-16 16:40:11,1286026.0,442432,6906,99510044,b,Edge,Tablet,0
IDi6I1KPT,2017-01-15 21:56:36,,310203,82877,38492160,b,InternetExplorer,Desktop,1
IDs46vKX4,2017-01-17 17:54:11,3947006.0,766190,54916,7864011,c,Google Chrome,Mobile,1
IDAX52IWw,2017-01-11 17:39:35,6128186.0,962877,42227,49384126,c,Edge,Tablet,0
ID1sjBzng,2017-01-16 16:24:10,7943680.0,478073,1678,63970917,b,Mozilla,,0
IDEBDct6h,2017-01-12 12:32:07,275788.0,550598,10345,64511164,c,InternetExplorer,Desktop,1
ID74maFim,2017-01-16 12:19:01,,677193,5602,72451969,e,Mozilla,Desktop,0
IDoZQGdif,2017-01-12 07:39:56,8416238.0,794577,54125,49554217,c,InternetExplorer,Desktop,1
IDLfsPA5k,2017-01-14 03:50:49,,882461,35368,29352781,d,InternetExplorer,Desktop,1
IDLUK5ofR,2017-01-15 15:17:33,6516768.0,515131,6906,99510044,b,,,1
IDnCmES6b,2017-01-20 10:39:32,4782754.0,83658,42227,79474990,e,Firefox,Mobile,0
IDnlqgqBF,2017-01-18 17:35:36,187693.0,307972,42227,48913006,f,Firefox,,0
IDALAF50q,2017-01-18 16:38:42,4449900.0,99078,48498,55358028,b,Chrome,Desktop,0
IDy3dgfx1,2017-01-15 11:59:50,,742175,95113,65017662,b,Firefox,Mobile,0
IDNpJSioP,2017-01-16 15:18:06,1936208.0,394153,72276,41475976,b,Firefox,,0
ID46wG1kD,2017-01-20 16:24:40,8706888.0,766236,68847,4684331,f,Mozilla,Desktop,0
IDF8kql6i,2017-01-16 03:41:24,3508029.0,605872,54916,54526992,a,Google Chrome,Mobile,1
IDHqsWUpf,2017-01-18 11:47:25,4004907.0,682700,42227,70821774,b,Firefox,Mobile,0
IDCLi92VS,2017-01-14 15:21:22,4229170.0,606663,9764,37017006,f,Google Chrome,Mobile,0
IDv8NlamE,2017-01-16 12:36:15,5255745.0,765283,10345,81621696,d,InternetExplorer,Desktop,1
IDrthorSu,2017-01-15 11:48:24,7343639.0,420483,10345,17777318,a,Mozilla,Desktop,0
IDRPAeEDL,2017-01-13 15:25:01,3206844.0,923836,71441,41441342,b,Internet Explorer,,1
IDzZY6jSM,2017-01-19 03:59:29,,240085,12211,58163546,b,Firefox,Mobile,0
ID53mH7V1,2017-01-16 14:10:19,4712606.0,68734,54343,3402198,b,,Mobile,0
IDb4aJfza,2017-01-17 12:30:21,3277469.0,521402,97863,36994522,d,,Mobile,1
ID8CCKyGz,2017-01-19 16:48:21,7569192.0,564229,40339,43452411,c,InternetExplorer,,1
IDBmpN028,2017-01-15 08:35:12,7018645.0,767541,33287,91808273,c,Google Chrome,Mobile,1
IDKGNBwII,2017-01-14 15:47:45,2526725.0,439245,3643,555603,b,Edge,Tablet,0
IDFCsEKu7,2017-01-14 11:05:38,9014640.0,841961,34670,94344196,d,InternetExplorer,Desktop,1
IDBHjf8Pe,2017-01-13 11:23:43,9424762.0,874512,8467,7181598,c,Mozilla,Desktop,0
IDZ8Z745W,2017-01-12 13:06:08,5043255.0,407563,78685,74363610,c,InternetExplorer,Desktop,1
IDJyc4LLP,2017-01-10 18:10:06,463971.0,762705,11837,49384126,b,Mozilla,Desktop,0
IDYIXo9dt,2017-01-12 13:15:15,7034291.0,18491,3037,62689217,d,Firefox,Mobile,1
